prub,Fcislo,lok,Lokcode,loctyp,klimabox,Otemp_act,Oprec_act,TreatTemo,TreatPrec,Tmcomb,Treatment,length,weight,SRzL,,changeTc,changeMc,changemerged,changeT,changeM,SRzL,Total biomass,Total biomass log,Aboveground,koreny-vaha,rhi-del,rhi-vah,biomass excluding rhizome,total ramets,ramets per unit length,1odnoze extra-pocet,ext ramets per length,logext ramets per length
896,206,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,79,0.1756,449.8861048,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,449.8861048,2.4546,0.648808713,0.666,1.114,79,0.1756,2.279,4,0.050632911,1,0.013658228,0.00589155
936,592,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,149.2,0.3153,473.2001269,Mc,Tc1,Mc0,Tc1_Mc0,1,0,473.2001269,2.5443,0.657466994,0.503,1.338,149.2,0.3153,2.229,6,0.040214477,2,0.014404826,0.006211307
945,350,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,206.7,0.3816,541.6666667,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,541.6666667,2.1486,0.617901563,0.485,0.69,206.7,0.3816,1.767,15,0.07256894,3,0.015513788,0.006685824
860,319,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,66.6,0.1843,361.3673359,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,361.3673359,2.7733,0.67881873,0.301,1.942,66.6,0.1843,2.589,10,0.15015015,1,0.016015015,0.006900126
844,308,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,62.5,0.0852,733.5680751,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,733.5680751,2.2072,0.623993158,0.309,1.408,62.5,0.0852,2.122,11,0.176,1,0.017,0.007320953
839,425,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,57.5,0.1167,492.7163668,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,492.7163668,4.2147,0.793420169,0.56,3.076,57.5,0.1167,4.098,6,0.104347826,1,0.018391304,0.007914682
1100,157,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,114.1,0.2704,421.9674556,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,421.9674556,2.6394,0.666461818,0.444,1.288,114.1,0.2704,2.369,13,0.113935145,2,0.018528484,0.007973179
967,358,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,112.8,0.1173,961.6368286,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,961.6368286,2.3623,0.639715529,0.564,1.156,112.8,0.1173,2.245,18,0.159574468,2,0.018730496,0.008059307
878,121,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,108.3,0.217,499.078341,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,499.078341,2.724,0.674309889,0.779,1.262,108.3,0.217,2.507,7,0.064635272,2,0.019467221,0.008373266
828,297,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,53.7,0.1179,455.4707379,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,455.4707379,4.3109,0.800091299,0.596,3.022,53.7,0.1179,4.193,11,0.204841713,1,0.019621974,0.008439186
923,524,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,53.7,0.0809,663.7824475,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,663.7824475,4.9959,0.844843593,1.036,3.478,53.7,0.0809,4.915,12,0.223463687,1,0.019621974,0.008439186
861,583,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,106.5,0.2178,488.9807163,Mc,Tc2,Mc0,Tc2_Mc0,2,0,488.9807163,3.3218,0.726058549,0.407,2.241,106.5,0.2178,3.104,11,0.103286385,2,0.019779343,0.00850621
848,312,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,104.5,0.2803,372.8148412,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,372.8148412,1.8523,0.585720101,0.2,1.026,104.5,0.2803,1.572,11,0.105263158,2,0.020138756,0.008659247
1064,317,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,51.3,0.1643,312.2337188,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,312.2337188,3.1483,0.711663846,0.643,1.826,51.3,0.1643,2.984,10,0.194931774,1,0.020493177,0.008810106
914,141,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,192.9,0.3054,631.6306483,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,631.6306483,4.3134,0.800263306,0.879,2.314,192.9,0.3054,4.008,9,0.046656299,4,0.021736133,0.009338752
886,599,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,96.4,0.212,454.7169811,Mc,Tc1,Mc0,Tc1_Mc0,1,0,454.7169811,4.067,0.782973995,0.855,2.362,96.4,0.212,3.855,9,0.093360996,2,0.021746888,0.009343324
1060,211,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,48.2,0.1234,390.5996759,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,390.5996759,4.3764,0.804575553,0.925,2.717,48.2,0.1234,4.253,12,0.248962656,1,0.021746888,0.009343324
877,359,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,230.6,0.5122,450.2147599,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,450.2147599,3.0312,0.701671582,0.815,1.142,230.6,0.5122,2.519,14,0.060711188,5,0.022682567,0.009740853
894,601,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,230,0.4478,513.6221527,Mc,Tc1,Mc0,Tc1_Mc0,1,0,513.6221527,4.4128,0.807047696,1.01,2.149,230,0.4478,3.965,10,0.043478261,5,0.02273913,0.009764873
1068,645,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,89.8,0.275,326.5454545,Mc,Tc1,Mc0,Tc1_Mc0,1,0,326.5454545,3.015,0.700270937,0.564,1.595,89.8,0.275,2.74,13,0.144766147,2,0.023271715,0.00999097
960,663,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,43.8,0.0631,694.1362916,Mc,Tc0,Mc0,Tc0_Mc0,0,0,694.1362916,1.8231,0.582415658,0.729,0.655,43.8,0.0631,1.76,8,0.182648402,1,0.02383105,0.010228296
1092,710,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,43.3,0.1011,428.2888229,Mc,Tc0,Mc0,Tc0_Mc0,0,0,428.2888229,2.0241,0.604668765,0.408,1.048,43.3,0.1011,1.923,9,0.207852194,1,0.024094688,0.010340114
908,605,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,42.6,0.102,417.6470588,Mc,Tc1,Mc0,Tc1_Mc0,1,0,417.6470588,4.449,0.809492377,1.227,2.527,42.6,0.102,4.347,9,0.211267606,1,0.024474178,0.010501017
1089,156,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,40.1,0.0616,650.974026,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,650.974026,2.7976,0.681024036,0.909,1.403,40.1,0.0616,2.736,15,0.374064838,1,0.025937656,0.01112097
941,409,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,119.3,0.1644,725.6690998,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,725.6690998,3.3034,0.724554384,0.662,1.939,119.3,0.1644,3.139,10,0.083822297,3,0.026146689,0.011209448
1012,138,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,78.5,0.1264,621.0443038,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,621.0443038,2.4954,0.652768341,0.348,1.461,78.5,0.1264,2.369,14,0.178343949,2,0.026477707,0.011349522
1008,252,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,38.9,0.0516,753.875969,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,753.875969,2.1256,0.615487118,0.523,1.17,38.9,0.0516,2.074,9,0.231362468,1,0.026706941,0.011446498
1059,704,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,77.8,0.1808,430.3097345,Mc,Tc0,Mc0,Tc0_Mc0,0,0,430.3097345,2.6298,0.665562231,0.631,1.216,77.8,0.1808,2.449,17,0.218508997,2,0.026706941,0.011446498
939,183,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,76.7,0.1359,564.3855776,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,564.3855776,2.9489,0.694508678,0.559,1.925,76.7,0.1359,2.813,8,0.104302477,2,0.027075619,0.01160242
938,656,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,191.2,0.3144,608.1424936,Mc,Tc0,Mc0,Tc0_Mc0,0,0,608.1424936,4.3844,0.805120089,0.527,2.957,191.2,0.3144,4.07,13,0.067991632,5,0.027150628,0.011634136
849,576,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,38.2,0.0897,425.8639911,Mc,Tc2,Mc0,Tc2_Mc0,2,0,425.8639911,3.1777,0.714136883,0.244,2.498,38.2,0.0897,3.088,13,0.340314136,1,0.02717801,0.011645714
837,551,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,72.4,0.1443,501.7325017,Mc,Tc2,Mc0,Tc2_Mc0,2,0,501.7325017,3.0133,0.700123694,0.66,1.727,72.4,0.1443,2.869,12,0.165745856,2,0.028624309,0.012256784
929,640,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,36.2,0.0886,408.5778781,Mc,Tc1,Mc0,Tc1_Mc0,1,0,408.5778781,2.8446,0.685257925,0.64,1.678,36.2,0.0886,2.756,8,0.220994475,1,0.028624309,0.012256784
1026,688,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,72,0.0778,925.4498715,Mc,Tc0,Mc0,Tc0_Mc0,0,0,925.4498715,2.3108,0.634557874,0.449,1.392,72,0.0778,2.233,8,0.111111111,2,0.028777778,0.012321575
943,289,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,35.9,0.0749,479.305741,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,479.305741,2.5909,0.661897833,0.804,1.238,35.9,0.0749,2.516,10,0.278551532,1,0.028855153,0.012354237
870,353,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,35.6,0.0558,637.9928315,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,637.9928315,4.0168,0.779365576,0.763,2.68,35.6,0.0558,3.961,13,0.365168539,1,0.029089888,0.012453311
996,424,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,69.1,0.1365,506.2271062,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,506.2271062,2.7795,0.679382466,0.695,1.409,69.1,0.1365,2.643,9,0.13024602,2,0.02994356,0.012813426
915,614,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,129.5,0.2081,622.2969726,Mc,Tc1,Mc0,Tc1_Mc0,1,0,622.2969726,2.9651,0.695928,0.726,1.558,129.5,0.2081,2.757,10,0.077220077,4,0.031888031,0.013632575
897,69,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,31.4,0.0798,393.4837093,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,393.4837093,3.3618,0.72931061,1.019,1.66,31.4,0.0798,3.282,10,0.318471338,1,0.032847134,0.014036049
905,264,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,156.8,0.184,852.173913,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,852.173913,4.127,0.78724788,1.025,2.249,156.8,0.184,3.943,13,0.082908163,5,0.032887755,0.014053129
847,431,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,30.5,0.0634,481.0725552,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,481.0725552,2.0234,0.604593212,0.558,1.243,30.5,0.0634,1.96,10,0.327868852,1,0.033786885,0.014431018
1061,77,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,30.2,0.0794,380.3526448,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,380.3526448,1.8854,0.589435736,0.353,1.149,30.2,0.0794,1.806,7,0.231788079,1,0.034112583,0.014567823
1044,375,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,29.7,0.0509,583.497053,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,583.497053,2.3769,0.641166624,0.637,1.305,29.7,0.0509,2.326,7,0.235690236,1,0.034670034,0.014801871
859,443,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,29,0.0779,372.2721438,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,372.2721438,4.6949,0.825744094,0.738,3.334,29,0.0779,4.617,9,0.310344828,1,0.035482759,0.015142872
1038,205,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,28.8,0.0678,424.7787611,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,424.7787611,2.3578,0.639267295,0.633,1.204,28.8,0.0678,2.29,12,0.416666667,1,0.035722222,0.015243294
922,622,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,28.7,0.0412,696.6019417,Mc,Tc1,Mc0,Tc1_Mc0,1,0,696.6019417,3.1192,0.709202097,0.681,2.055,28.7,0.0412,3.078,11,0.383275261,1,0.035843206,0.015294022
931,219,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,114.3,0.1477,773.8659445,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,773.8659445,2.7957,0.680852008,0.639,1.57,114.3,0.1477,2.648,12,0.104986877,4,0.035995626,0.015357922
962,58,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,56.8,0.1228,462.5407166,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,462.5407166,3.3348,0.727118143,0.59,2.146,56.8,0.1228,3.212,7,0.123239437,2,0.036211268,0.01544831
846,680,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,162.9,0.2068,787.7176015,Mc,Tc0,Mc0,Tc0_Mc0,0,0,787.7176015,2.2998,0.633448255,0.327,1.324,162.9,0.2068,2.093,16,0.098219767,6,0.037832413,0.01612723
1077,383,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,26.7,0.0736,362.7717391,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,362.7717391,2.8456,0.685347561,0.695,1.514,26.7,0.0736,2.772,11,0.411985019,1,0.038453184,0.016386922
898,261,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,53.3,0.0831,641.3959085,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,641.3959085,4.0711,0.783267386,0.731,2.866,53.3,0.0831,3.988,13,0.243902439,2,0.038523452,0.016416308
969,606,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,52.4,0.1004,521.9123506,Mc,Tc1,Mc0,Tc1_Mc0,1,0,521.9123506,2.7994,0.681186947,0.764,1.544,52.4,0.1004,2.699,6,0.114503817,2,0.039167939,0.016685739
1005,202,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,25.6,0.0615,416.2601626,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,416.2601626,1.9865,0.600591768,0.608,0.844,25.6,0.0615,1.925,10,0.390625,1,0.0400625,0.017059438
1056,148,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,49.1,0.0597,822.4455611,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,822.4455611,2.3997,0.643423064,0.592,1.45,49.1,0.0597,2.34,10,0.203665988,2,0.041733198,0.017756504
920,396,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,24.4,0.0514,474.7081712,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,474.7081712,3.0534,0.703583676,0.825,1.66,24.4,0.0514,3.002,8,0.327868852,1,0.041983607,0.017860886
832,300,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,70.5,0.1965,358.778626,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,358.778626,4.1115,0.786147816,0.754,2.497,70.5,0.1965,3.915,14,0.19858156,3,0.043553191,0.018514591
991,611,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,46.7,0.0996,468.875502,Mc,Tc1,Mc0,Tc1_Mc0,1,0,468.875502,2.0036,0.602450681,0.524,1,46.7,0.0996,1.904,7,0.149892934,2,0.043826552,0.01862834
1091,530,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,22.4,0.0427,524.5901639,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,524.5901639,2.0707,0.609669097,0.569,1.021,22.4,0.0427,2.028,10,0.446428571,1,0.045642857,0.019383375
838,677,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,21.3,0.0381,559.0551181,Mc,Tc0,Mc0,Tc0_Mc0,0,0,559.0551181,2.7671,0.678254262,0.504,1.807,21.3,0.0381,2.729,10,0.469483568,1,0.047948357,0.020339881
1024,626,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,42.3,0.1069,395.696913,Mc,Tc1,Mc0,Tc1_Mc0,1,0,395.696913,2.9239,0.692309224,0.774,1.532,42.3,0.1069,2.817,8,0.189125296,2,0.048281324,0.020477848
841,552,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,20.8,0.0472,440.6779661,Mc,Tc2,Mc0,Tc2_Mc0,2,0,440.6779661,2.3912,0.642583218,0.483,1.488,20.8,0.0472,2.344,12,0.576923077,1,0.049076923,0.020807334
868,181,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,20.8,0.0328,634.1463415,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,634.1463415,2.6058,0.663305075,0.702,1.513,20.8,0.0328,2.573,11,0.528846154,1,0.049076923,0.020807334
1004,685,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,102.3,0.1648,620.7524272,Mc,Tc0,Mc0,Tc0_Mc0,0,0,620.7524272,2.4288,0.646286068,0.32,1.498,102.3,0.1648,2.264,15,0.146627566,5,0.049875855,0.021137948
933,287,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,139.1,0.3765,369.4555113,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,369.4555113,3.2755,0.722263627,0.881,1.327,139.1,0.3765,2.899,16,0.115025162,7,0.051323508,0.021736376
854,682,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,19.6,0.0365,536.9863014,Mc,Tc0,Mc0,Tc0_Mc0,0,0,536.9863014,2.2825,0.631697372,0.311,1.488,19.6,0.0365,2.246,15,0.765306122,1,0.052020408,0.022024165
926,274,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,19.6,0.0261,750.9578544,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,750.9578544,2.5311,0.656203647,0.796,1.2,19.6,0.0261,2.505,16,0.816326531,1,0.052020408,0.022024165
830,654,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,39,0.0712,547.752809,Mc,Tc0,Mc0,Tc0_Mc0,0,0,547.752809,1.8462,0.585031864,0.24,1.022,39,0.0712,1.775,12,0.307692308,2,0.052282051,0.022132163
881,196,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,37.9,0.0428,885.5140187,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,885.5140187,2.5888,0.66169913,0.708,1.393,37.9,0.0428,2.546,12,0.316622691,2,0.053770449,0.022746015
944,542,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,36.9,0.0646,571.2074303,Mc,Tc2,Mc0,Tc2_Mc0,2,0,571.2074303,2.2346,0.626812393,0.538,1.217,36.9,0.0646,2.17,10,0.27100271,2,0.055200542,0.023335006
1002,616,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,55.3,0.135,409.6296296,Mc,Tc1,Mc0,Tc1_Mc0,1,0,409.6296296,2.056,0.608097946,0.264,1.263,55.3,0.135,1.921,12,0.216998192,3,0.055249548,0.023355175
975,248,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,72.1,0.1634,441.24847,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,441.24847,3.5574,0.744871657,1.038,1.862,72.1,0.1634,3.394,11,0.152565881,4,0.056478502,0.023860664
1070,705,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,88.7,0.1864,475.8583691,Mc,Tc0,Mc0,Tc0_Mc0,0,0,475.8583691,2.3794,0.641414614,0.41,1.186,88.7,0.1864,2.193,15,0.169109357,5,0.057369786,0.024226896
979,129,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,35.4,0.0854,414.5199063,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,414.5199063,2.5784,0.660713733,0.507,1.619,35.4,0.0854,2.493,8,0.225988701,2,0.057497175,0.024279216
988,558,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,17.6,0.0625,281.6,Mc,Tc2,Mc0,Tc2_Mc0,2,0,281.6,3.9075,0.77140373,0.755,2.523,17.6,0.0625,3.845,13,0.738636364,1,0.057818182,0.024411027
883,250,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,70.1,0.1428,490.8963585,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,490.8963585,2.7078,0.672818005,0.796,1.352,70.1,0.1428,2.565,9,0.128388017,4,0.058061341,0.024510847
912,265,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,70,0.1786,391.93729,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,391.93729,2.8546,0.686153452,0.79,1.187,70,0.1786,2.676,15,0.214285714,4,0.058142857,0.024544305
1075,320,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,155.7,0.3565,436.7461431,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,436.7461431,3.6855,0.754768664,0.705,2.063,155.7,0.3565,3.329,19,0.122029544,9,0.058803468,0.024815355
1035,639,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,34,0.0718,473.5376045,Mc,Tc1,Mc0,Tc1_Mc0,1,0,473.5376045,2.0768,0.610319406,0.431,1.188,34,0.0718,2.005,11,0.323529412,2,0.059823529,0.025233557
971,672,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,33,0.0849,388.6925795,Mc,Tc0,Mc0,Tc0_Mc0,0,0,388.6925795,2.5519,0.658192713,0.441,1.664,33,0.0849,2.467,8,0.242424242,2,0.061606061,0.025963389
1014,501,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,16.1,0.0311,517.6848875,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,517.6848875,3.2691,0.721736441,0.733,2.113,16.1,0.0311,3.238,14,0.869565217,1,0.063111801,0.026578939
1088,393,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,80.3,0.1794,447.6031215,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,447.6031215,2.1834,0.621529392,0.509,0.967,80.3,0.1794,2.004,10,0.124533001,5,0.063266501,0.026642131
1000,370,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,14.9,0.0181,823.2044199,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,823.2044199,2.3601,0.63949645,0.446,1.455,14.9,0.0181,2.342,15,1.006711409,1,0.068114094,0.028617646
1018,427,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,29.7,0.0594,500,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,500,3.4524,0.736587709,0.928,1.836,29.7,0.0594,3.393,16,0.538720539,2,0.068340067,0.028709517
1052,260,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,14.8,0.0294,503.4013605,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,503.4013605,2.1074,0.613566999,0.623,1.068,14.8,0.0294,2.078,14,0.945945946,1,0.068567568,0.028801989
1087,589,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,43.5,0.1001,434.5654346,Mc,Tc2,Mc0,Tc2_Mc0,2,0,434.5654346,2.4071,0.644152905,0.381,1.419,43.5,0.1001,2.307,17,0.390804598,3,0.069965517,0.029369782
909,517,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,28.3,0.0559,506.2611807,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,506.2611807,5.9639,0.901125798,1.32,4.029,28.3,0.0559,5.908,24,0.848056537,2,0.071671378,0.030061632
985,416,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,42.4,0.1121,378.2337199,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,378.2337199,4.0491,0.781690764,0.642,2.774,42.4,0.1121,3.937,10,0.235849057,3,0.071754717,0.030095404
836,306,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,27.7,0.0821,337.3934227,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,337.3934227,3.4831,0.739026167,0.525,2.446,27.7,0.0821,3.401,10,0.36101083,2,0.073202166,0.030681541
900,131,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,54.8,0.1173,467.1781756,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,467.1781756,3.5353,0.743141164,1.032,1.96,54.8,0.1173,3.418,14,0.255474453,4,0.073992701,0.03100133
970,486,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,53.9,0.1319,408.6429113,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,408.6429113,3.0339,0.701904584,0.918,1.448,53.9,0.1319,2.902,12,0.222634508,4,0.075211503,0.031493902
927,403,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,40.3,0.1249,322.6581265,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,322.6581265,3.0989,0.707476495,0.903,1.454,40.3,0.1249,2.974,9,0.223325062,3,0.075441687,0.031586867
955,550,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,40.2,0.0893,450.1679731,Mc,Tc2,Mc0,Tc2_Mc0,2,0,450.1679731,4.5593,0.816857495,0.785,3.305,40.2,0.0893,4.47,14,0.348258706,3,0.075626866,0.031661641
1019,253,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,26.2,0.0443,591.4221219,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,591.4221219,2.2493,0.628317393,0.572,1.257,26.2,0.0443,2.205,11,0.419847328,2,0.077335878,0.032351123
1079,646,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,25.9,0.0573,452.0069808,Mc,Tc1,Mc0,Tc1_Mc0,1,0,452.0069808,3.0083,0.699690335,0.636,2.021,25.9,0.0573,2.951,9,0.347490347,2,0.078220077,0.032707414
1022,372,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,12.7,0.0377,336.8700265,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,336.8700265,3.1127,0.70865031,0.718,1.867,12.7,0.0377,3.075,16,1.25984252,1,0.079740157,0.033319254
966,556,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,36,0.0826,435.8353511,Mc,Tc2,Mc0,Tc2_Mc0,2,0,435.8353511,4.8456,0.835411519,0.887,3.313,36,0.0826,4.763,11,0.305555556,3,0.084333333,0.035162809
